본부,사업년도,RAPA식별코드,공사명,건물명/도로명,건물명 출처,유형,주용도,공사구분,시도,시군구,읍면동,번,지,리,시도_보정,시군구_보정,읍면동_보정,리_보정,번_보정,지_보정,대지구분,대지면적,연면적(지상),연면적(지하),연면적(합계),지상층수,지하층수,동,세대수,EV 설치 예상 대수,주차대수,세대당주차대수,도로구간(m),준공예정일,수정 준공예정일,입주자사전점검일,준공사,주소,공동망,관로동,위도,경도,RAPA등록_검증,준공예정일_검증,동수_검증,층수_검증,위경도_검증,최종검증결과
서부,2027,m-RAPA-2208-4675,군산시 조촌동 773-4번지 공동주택 계획안,-,APT,500세대 미만,-,-,전북특별자치도,군산시,조촌동,773,4,-,-,-,-,-,-,-,대지,-,47397.6001,0,47397.6001,39,0,2,256,4,-,1.3,-,2027-02-09,-,2027-04-29,RAPA,전북특별자치도 군산시 조촌동 773 4,단독,해당없음,35.96448704,126.736662,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2305-1725,검단아테라자이_아파트,검단아테라자이_아파트,APT,아파트,공동주택,건물,인천광역시,검단구,불로동,인천검단지구 택지개발사업,AB21-1,-,-,-,-,-,-,-,블록,-,64310.2276,35729.9201,100040.1477,25,2,6,709,12,922,1.3,-,2027-02-04,-,2026-12-18,KT,인천광역시 검단구 불로동 인천검단지구 택지개발사업 AB21-1,미등록,"101,104,106",37.610273,126.682548,등록,동일,동일,동일,동일,정상
동부,2027,m-RAPA-2302-0515,부산진구 양정동 270-7 근린생활시설 신축공사,양정자이더샵SK뷰,APT,인빌딩,제1종 근린생활시설,건물,부산광역시,부산진구,양정동,270,7,-,-,-,-,-,-,-,대지,-,2710.45,128.34,2838.79,15,1,1,0,2,-,1.3,-,2027-01-31,-,2026-12-16,LGU+,부산광역시 부산진구 양정동 270 7,미등록,1.지상1층: 계단실 인근 건축물 외벽,35.17566921,129.073732,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2212-6763,회산동 르네상스 공동주택 신축공사,강릉 회산동 르네상스 에비뉴,APT,아파트,공동주택,건물,강원특별자치도,강릉시,회산동,536,-,-,-,-,-,-,-,-,대지,-,39397.735,20022.3513,59420.0863,28,2,3,329,6,-,1.3,-,2027-01-31,-,2026-12-16,KT,강원특별자치도 강릉시 회산동 536,미등록,해당없음,37.74255751,128.8634433,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2211-6287,더플래티넘센트럴포레아파트,더플래티넘센트럴포레아파트,APT,아파트,공동주택,건물,경기도,양주시,삼숭동,187,47,-,-,-,-,-,-,-,대지,-,59091.7475,33400.451,92492.1985,20,4,8,600,16,-,1.3,-,2027-01-31,-,2026-12-16,KT,경기도 양주시 삼숭동 187 47,미등록,"101,102,103,104,107",37.80016514,127.1059504,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2209-5111,김제시 검산동 공동주택 신축공사,김제검산예다음아파트,APT,아파트,공동주택,건물,전북특별자치도,김제시,검산동,510,7,-,-,-,-,-,-,-,대지,-,77148.3289,43800.5148,120948.8437,29,2,9,648,18,0,1.3,-,2027-01-31,-,2026-12-16,LGU+,전북특별자치도 김제시 검산동 510 7,단독,"103,105,106,107",35.80502802,126.9081486,등록,상이(웹검색결과: 2027.03),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2502-0296,경기도 의정부시 호원동 57-3번지 일원 주상복합아파트 계획안 (LH매입임대사업),경기도 의정부시 호원동 주상복합아파트,APT,500세대 미만,-,-,경기도,의정부시,호원동,57,3,-,-,-,-,-,-,-,대지,-,9553.37,2632.37,12185.74,17,1,1,81,2,-,1.3,-,2027-01-30,-,2026-12-15,RAPA,경기도 의정부시 호원동 57 3,미등록,해당사항없음,37.71970998,127.0461445,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2209-5273,수성구 청솔로 가로주택정비사업,수성청솔로아파트,APT,아파트,공동주택,건물,대구광역시,수성구,수성동3가,23,-,-,-,-,-,-,-,-,대지,-,7414.4206,6582.9035,13997.3241,16,2,1,90,2,-,1.3,-,2027-01-30,-,2026-12-15,SKT,대구광역시 수성구 수성동3가 23,미등록,1. 지상1층 : D.A 상부 인근,35.85834937,128.6209376,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2204-1931,울산광역시 남구 신정동 638-1번지 공동주택 신축공사,힐스테이트 문수로 센트럴,APT,500세대 미만,-,-,울산광역시,남구,신정동,638,1,-,-,-,-,-,-,-,대지,-,31556.1178,15348.543,46904.6608,19,5,2,301,4,-,1.3,-,2027-01-30,-,2026-12-16,RAPA,울산광역시 남구 신정동 638 1,미등록,해당사항없음,35.54141302,129.3076789,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2204-1933,울산광역시 남구 신정동 636-1번지 공동주택 신축공사,울산광역시 남구 신정동 공동주택,APT,500세대 미만,-,-,울산광역시,남구,신정동,636,1,-,-,-,-,-,-,-,대지,-,30665.8322,14881.5662,45547.3984,19,5,2,301,4,-,1.3,-,2027-01-30,-,2026-12-16,RAPA,울산광역시 남구 신정동 636 1,미등록,해당사항없음,35.54181018,129.307638,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2211-6083,서대문구 홍은동 크로바빌라 가로주택정비사업,홍은동 크로바빌라 아파트,APT,500세대 미만,-,-,서울특별시,서대문구,홍은동,277,200,-,-,-,-,-,-,-,대지,-,2868.1056,1743.2906,4611.3962,11,2,1,40,2,-,1.3,-,2027-01-30,-,2026-12-15,RAPA,서울특별시 서대문구 홍은동 277 200,미등록,1.지상1층: 펌프실 상부 지하층 환기부 인근 건축물 외벽(도로향),37.57961581,126.9335834,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2107-4654,힐스테이트선화더와이즈,힐스테이트선화더와이즈,APT,아파트,공동주택,건물,대전광역시,중구,선화동,85,-,-,-,-,-,-,-,-,대지,-,121573.45,59944.95,181518.4,49,5,5,851,10,1287,1.51,-,2027-01-30,-,2026-12-15,-,대전광역시 중구 선화동 85,미등록,"401,402,404",36.33603809,127.4185097,등록,상이(웹검색결과: 2027.02),동일,동일,동일,준공예정일 확인 필요
동부,2027,m-RAPA-2103-1329,대구 달서구 본리동 주거복합 신축공사,본리자이,APT,아파트,공동주택,건물,대구광역시,달서구,본리동,661,9,-,-,-,-,-,-,-,대지,-,59539.3347,22181.78,81721.1147,49,5,3,0,6,-,1.3,-,2027-01-30,-,2026-12-15,KT,대구광역시 달서구 본리동 661 9,단독,해당없음,35.83765969,128.5330766,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2009-5139,상봉라온프라이빗아파트,상봉라온프라이빗아파트,APT,아파트,공동주택,건물,서울특별시,중랑구,중화동,296,44,-,-,-,-,-,-,-,대지,-,15328.7067,7597.3214,22926.0281,20,2,2,219,4,-,1.3,-,2027-01-30,-,2026-12-15,KT,서울특별시 중랑구 중화동 296 44,미등록,1.지상1층: 지상주차장 출입구 인근 지하층 환기부(도로향),37.59634896,127.0793908,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2106-3707,더샵광양레이크센텀,더샵광양레이크센텀,APT,아파트,공동주택,건물,전남광주통합특별시,광양시,마동,348,4,-,-,-,-,-,-,-,대지,-,111936.8965,67254.8279,179191.7244,29,3,9,920,18,-,1.3,-,2027-01-29,-,2026-12-14,-,전남광주통합특별시 광양시 마동 348 4,미등록,"102,106,107,108",34.949912,127.70337,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2411-3071,행정중심복합도시 5-1생활권 L5BL 아파트 건설공사,세종 5-1생활권 L5블록 아파트,APT,아파트,공동주택,건물,세종특별자치시,세종,연동면,행정중심복합도시건설사업,5-1생활권 L5,합강리,세종특별자치시,-,연동면,합강리,490,9,블록,-,106815.57,39262.33,146077.9,12,1,19,1327,38,-,1.3,-,2027-01-28,-,2026-12-13,-,세종특별자치시 세종 연동면 합강리 행정중심복합도시건설사업 5-1생활권 L5,미등록,"501,502,506,508,510,000,000,000",36.52061853,127.347961,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2111-7124,울산태화강변 A-1BL공공주택 건설공사,-,APT,500세대 미만,-,-,울산광역시,울주군,범서읍,울산태화강변 공공주택지구,A-1,굴화리,울산광역시,울주군,범서읍,굴화리,15,16,블록,-,15995.05,4726.82,20721.87,15,1,3,324,6,-,1.3,-,2027-01-23,-,2026-12-08,RAPA,울산광역시 울주군 범서읍 굴화리 울산태화강변 공공주택지구 A-1,단독,1. 지상1층 : D.A 상부 인근,35.5592919,129.2581367,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2310-3718,강화 교직원 공동관사,강화교직원공동관사,APT,500세대 미만,-,-,인천광역시,강화군,길상면,118,18,온수리,-,-,-,-,-,-,대지,-,3999,295.01,4294.01,4,1,5,80,10,-,1.3,-,2027-01-20,-,2026-12-05,RAPA,인천광역시 강화군 길상면 온수리 118 18,SKT,1. 지하1층: 전기실 인근 건축물 외벽,37.64601975,126.4793286,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2103-1663,평택 BRAIN CITY 공동 1BL 중흥 S-클래스 아파트 신축공사,평택브레인시티중흥S-클래스아파트,APT,아파트,공동주택,건물,경기도,평택시,장안동,평택 브레인시티일반산업단지,공동1,-,-,-,-,-,-,-,블록,-,211805.8426,113584.6446,325390.4872,35,2,16,1980,32,-,1.3,-,2027-01-20,-,2026-11-19,LGU+,경기도 평택시 장안동 평택 브레인시티일반산업단지 공동1,미등록,"103,105,106,111,114,000,000",37.0589405,127.0917105,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2212-6849,힐스테이트죽림더프라우드2BL아파트,힐스테이트죽림더프라우드2BL아파트,APT,아파트,공동주택,건물,전남광주통합특별시,여수시,소라면,여수 죽림1지구 도시개발구역,-,죽림리,전라남도,여수시,소라면,죽림리,1313,-,블록,-,19070.8296,53382.4588,72453.2884,23,3,15,931,30,-,1.3,-,2027-01-14,-,2026-11-29,LGU+,전남광주통합특별시 여수시 소라면 죽림리 여수 죽림1지구 도시개발구역,LGU+,"202,205,207,213,215",34.75982474,127.6386013,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2211-6124,더샵탕정인피니티시티2차아파트,더샵탕정인피니티시티2차아파트,APT,아파트,공동주택,건물,충청남도,아산시,탕정면,아산 탕정지구 도시개발구역,A-3,매곡리,충청남도,아산시,탕정면,매곡리,835,-,블록,-,127292.4805,65102.6847,192395.1652,35,2,9,1214,18,-,1.3,-,2027-01-14,-,2026-11-29,-,충청남도 아산시 탕정면 매곡리 아산 탕정지구 도시개발구역 A-3,SKT,"301,302,303,304,305,000,000,000,000",36.79036203,127.0769253,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2205-2845,오산세교힐데스하임_아파트,오산세교힐데스하임_아파트,APT,아파트,공동주택,건물,경기도,오산시,벌음동,381,-,-,-,-,-,-,-,-,대지,-,75103.3656,36400.4478,111503.8134,25,2,9,715,18,-,1.3,-,2027-01-14,-,2026-11-29,KT,경기도 오산시 벌음동 381,미등록,"103,106,108,109",37.13893,127.039392,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2208-5041,전주대라수글로벌에듀,전주대라수글로벌에듀,APT,아파트,공동주택,건물,전북특별자치도,전주시 덕진구,금암동,523,143,-,-,-,-,-,-,-,대지,-,53252.473,16506.973,69759.446,29,3,4,0,8,-,1.3,-,2027-01-14,-,2026-11-29,KT,전북특별자치도 전주시 덕진구 금암동 523 143,단독,해당없음,35.83495402,127.1369937,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2212-6852,힐스테이트죽림더프라우드4BL아파트,힐스테이트죽림더프라우드4BL아파트,APT,아파트,공동주택,건물,전남광주통합특별시,여수시,소라면,여수 죽림1지구 도시개발구역,-,죽림리,전라남도,여수시,소라면,죽림리,1315,-,블록,-,38581.778,20806.1575,59387.9355,23,2,5,341,10,-,1.3,-,2027-01-14,-,2026-11-29,SKT,전남광주통합특별시 여수시 소라면 죽림리 여수 죽림1지구 도시개발구역,LGU+,해당없음,34.75719075,127.6389633,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2106-3961,정선사북 공공주택 건설공사(국민임대주택/행복주택),정선사북행복주택,APT,아파트,공동주택,건물,강원특별자치도,정선군,사북읍,344,4,사북리,-,-,-,-,-,-,대지,-,8936.11,4047.11,12983.22,15,1,2,150,4,-,1.3,-,2027-01-11,-,2026-11-26,-,강원특별자치도 정선군 사북읍 사북리 344 4,LGU+,1. 지상1층: 휀룸 D.A 상부 외벽(2개소),37.22821965,128.8194953,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2206-3434,부천아테라자이아파트,부천아테라자이아파트,APT,아파트,공동주택,건물,경기도,부천시 소사구,괴안동,부천괴안 공공주택지구,B2,-,-,-,-,-,-,-,블록,-,14826.118,9972.9118,24799.0298,20,2,2,200,4,-,1.3,-,2027-01-10,-,2026-11-30,KT,경기도 부천시 소사구 괴안동 부천괴안 공공주택지구 B2,단독,해당없음,37.479638,126.816799,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2208-4753,부산장안지구디에트르디오션아파트,부산장안지구디에트르디오션아파트,APT,아파트,공동주택,건물,부산광역시,기장군,장안읍,부산장안지구 택지개발사업,B-3,좌천리,부산광역시,기장군,장안읍,좌천리,361,4,블록,-,60352.4843,44950.7295,105303.2138,25,2,6,507,12,819,1.62,-,2027-01-04,-,2026-11-19,SKT,부산광역시 기장군 장안읍 좌천리 부산장안지구 택지개발사업 B-3,단독,"102,103,104,105,106",35.31743431,129.2385926,등록,상이(웹검색결과: 2027.02),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2004-1846,수원당수A5블록신혼희망타운아파트,수원당수A5블록신혼희망타운아파트,APT,아파트,공동주택,건물,경기도,수원시 권선구,금곡동,178,-,-,-,-,-,-,-,-,대지,-,58052.17,34941.88,92994.05,20,2,12,726,24,-,1.3,-,2027-01-03,-,2026-11-18,SKT,경기도 수원시 권선구 금곡동 178,단독,"501,503,510,512",37.284317,126.94523,등록,-,-,-,-,미검증
중부,2022,m-RAPA-2206-3486,원주단구 도시개발사업 1BL,원주단구 도시개발사업 1BL,CAD,,공동주택,,강원특별자치도,원주시,단구동,,,,,,,,,,,,,,,29,3,8,,,,,,,,,,강원특별자치도 원주시 단구동 원주단구 도시개발사업 1BL,,"101,103,105,107",37.3156871,127.9506903,,,,,,CAD추출(2026-09-15)
